row_id,probe,condition,video_id,question_id,category_key,category_label,model_key,model_name,a_prior,a_visual,chosen_answer_type,is_correct,supports_logprob,logprob_prior,logprob_visual
125,I-A-category,reversed,pouring_liquid_v_12,pouring_liquid_q_12,pouring_liquid,Pouring liquid,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
126,I-A-category,reversed,pouring_liquid_v_13,pouring_liquid_q_13,pouring_liquid,Pouring liquid,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
127,I-A-category,reversed,pouring_liquid_v_14,pouring_liquid_q_14,pouring_liquid,Pouring liquid,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
128,I-A-category,reversed,pouring_liquid_v_15,pouring_liquid_q_15,pouring_liquid,Pouring liquid,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
129,I-A-category,reversed,pouring_liquid_v_00,pouring_liquid_q_00,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
130,I-A-category,reversed,pouring_liquid_v_01,pouring_liquid_q_01,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
131,I-A-category,reversed,pouring_liquid_v_02,pouring_liquid_q_02,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
132,I-A-category,reversed,pouring_liquid_v_03,pouring_liquid_q_03,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
133,I-A-category,reversed,pouring_liquid_v_04,pouring_liquid_q_04,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.3799999999999997,-2.1799999999999997
134,I-A-category,reversed,pouring_liquid_v_05,pouring_liquid_q_05,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
135,I-A-category,reversed,pouring_liquid_v_06,pouring_liquid_q_06,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
136,I-A-category,reversed,pouring_liquid_v_07,pouring_liquid_q_07,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
137,I-A-category,reversed,pouring_liquid_v_08,pouring_liquid_q_08,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
138,I-A-category,reversed,pouring_liquid_v_09,pouring_liquid_q_09,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
139,I-A-category,reversed,pouring_liquid_v_10,pouring_liquid_q_10,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
140,I-A-category,reversed,pouring_liquid_v_11,pouring_liquid_q_11,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
141,I-A-category,reversed,pouring_liquid_v_12,pouring_liquid_q_12,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
142,I-A-category,reversed,pouring_liquid_v_13,pouring_liquid_q_13,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
143,I-A-category,reversed,pouring_liquid_v_14,pouring_liquid_q_14,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
144,I-A-category,reversed,pouring_liquid_v_15,pouring_liquid_q_15,pouring_liquid,Pouring liquid,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
145,I-A-category,reversed,pouring_liquid_v_00,pouring_liquid_q_00,pouring_liquid,Pouring liquid,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
146,I-A-category,reversed,pouring_liquid_v_01,pouring_liquid_q_01,pouring_liquid,Pouring liquid,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
147,I-A-category,reversed,pouring_liquid_v_02,pouring_liquid_q_02,pouring_liquid,Pouring liquid,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
148,I-A-category,reversed,pouring_liquid_v_03,pouring_liquid_q_03,pouring_liquid,Pouring liquid,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
149,I-A-category,reversed,pouring_liquid_v_04,pouring_liquid_q_04,pouring_liquid,Pouring liquid,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
150,I-A-category,reversed,pouring_liquid_v_05,pouring_liquid_q_05,pouring_liquid,Pouring liquid,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
151,I-A-category,reversed,pouring_liquid_v_06,pouring_liquid_q_06,pouring_liquid,Pouring liquid,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
152,I-A-category,reversed,pouring_liquid_v_07,pouring_liquid_q_07,pouring_liquid,Pouring liquid,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
153,I-A-category,reversed,pouring_liquid_v_08,pouring_liquid_q_08,pouring_liquid,Pouring liquid,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
154,I-A-category,reversed,pouring_liquid_v_09,pouring_liquid_q_09,pouring_liquid,Pouring liquid,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
155,I-A-category,reversed,pouring_liquid_v_10,pouring_liquid_q_10,pouring_liquid,Pouring liquid,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
156,I-A-category,reversed,pouring_liquid_v_11,pouring_liquid_q_11,pouring_liquid,Pouring liquid,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
157,I-A-category,reversed,pouring_liquid_v_12,pouring_liquid_q_12,pouring_liquid,Pouring liquid,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
158,I-A-category,reversed,pouring_liquid_v_13,pouring_liquid_q_13,pouring_liquid,Pouring liquid,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
159,I-A-category,reversed,pouring_liquid_v_14,pouring_liquid_q_14,pouring_liquid,Pouring liquid,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
160,I-A-category,reversed,pouring_liquid_v_15,pouring_liquid_q_15,pouring_liquid,Pouring liquid,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
161,I-A-category,reversed,pouring_liquid_v_00,pouring_liquid_q_00,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
162,I-A-category,reversed,pouring_liquid_v_01,pouring_liquid_q_01,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
163,I-A-category,reversed,pouring_liquid_v_02,pouring_liquid_q_02,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
164,I-A-category,reversed,pouring_liquid_v_03,pouring_liquid_q_03,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
165,I-A-category,reversed,pouring_liquid_v_04,pouring_liquid_q_04,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.3799999999999997,-2.1799999999999997
166,I-A-category,reversed,pouring_liquid_v_05,pouring_liquid_q_05,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
167,I-A-category,reversed,pouring_liquid_v_06,pouring_liquid_q_06,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
168,I-A-category,reversed,pouring_liquid_v_07,pouring_liquid_q_07,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
169,I-A-category,reversed,pouring_liquid_v_08,pouring_liquid_q_08,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
170,I-A-category,reversed,pouring_liquid_v_09,pouring_liquid_q_09,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
171,I-A-category,reversed,pouring_liquid_v_10,pouring_liquid_q_10,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
172,I-A-category,reversed,pouring_liquid_v_11,pouring_liquid_q_11,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
173,I-A-category,reversed,pouring_liquid_v_12,pouring_liquid_q_12,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
174,I-A-category,reversed,pouring_liquid_v_13,pouring_liquid_q_13,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
175,I-A-category,reversed,pouring_liquid_v_14,pouring_liquid_q_14,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
176,I-A-category,reversed,pouring_liquid_v_15,pouring_liquid_q_15,pouring_liquid,Pouring liquid,internvl2_26b,InternVL2-26B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
177,I-A-category,reversed,pouring_liquid_v_00,pouring_liquid_q_00,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
178,I-A-category,reversed,pouring_liquid_v_01,pouring_liquid_q_01,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
179,I-A-category,reversed,pouring_liquid_v_02,pouring_liquid_q_02,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
180,I-A-category,reversed,pouring_liquid_v_03,pouring_liquid_q_03,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
181,I-A-category,reversed,pouring_liquid_v_04,pouring_liquid_q_04,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
182,I-A-category,reversed,pouring_liquid_v_05,pouring_liquid_q_05,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
183,I-A-category,reversed,pouring_liquid_v_06,pouring_liquid_q_06,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
184,I-A-category,reversed,pouring_liquid_v_07,pouring_liquid_q_07,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
185,I-A-category,reversed,pouring_liquid_v_08,pouring_liquid_q_08,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
186,I-A-category,reversed,pouring_liquid_v_09,pouring_liquid_q_09,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
187,I-A-category,reversed,pouring_liquid_v_10,pouring_liquid_q_10,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
188,I-A-category,reversed,pouring_liquid_v_11,pouring_liquid_q_11,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
189,I-A-category,reversed,pouring_liquid_v_12,pouring_liquid_q_12,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
190,I-A-category,reversed,pouring_liquid_v_13,pouring_liquid_q_13,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
191,I-A-category,reversed,pouring_liquid_v_14,pouring_liquid_q_14,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
192,I-A-category,reversed,pouring_liquid_v_15,pouring_liquid_q_15,pouring_liquid,Pouring liquid,gpt_4o,GPT-4o,physically intuitive prior answer,counter-intuitive visual answer,visual,1,no,,
193,I-A-category,reversed,fire_burning_v_00,fire_burning_q_00,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
194,I-A-category,reversed,fire_burning_v_01,fire_burning_q_01,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
195,I-A-category,reversed,fire_burning_v_02,fire_burning_q_02,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
196,I-A-category,reversed,fire_burning_v_03,fire_burning_q_03,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
197,I-A-category,reversed,fire_burning_v_04,fire_burning_q_04,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.3799999999999997,-2.1799999999999997
198,I-A-category,reversed,fire_burning_v_05,fire_burning_q_05,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
199,I-A-category,reversed,fire_burning_v_06,fire_burning_q_06,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
200,I-A-category,reversed,fire_burning_v_07,fire_burning_q_07,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
201,I-A-category,reversed,fire_burning_v_08,fire_burning_q_08,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
202,I-A-category,reversed,fire_burning_v_09,fire_burning_q_09,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
203,I-A-category,reversed,fire_burning_v_10,fire_burning_q_10,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
204,I-A-category,reversed,fire_burning_v_11,fire_burning_q_11,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
205,I-A-category,reversed,fire_burning_v_12,fire_burning_q_12,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
206,I-A-category,reversed,fire_burning_v_13,fire_burning_q_13,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
207,I-A-category,reversed,fire_burning_v_14,fire_burning_q_14,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
208,I-A-category,reversed,fire_burning_v_15,fire_burning_q_15,fire_burning,Fire / burning,qwen2_vl_2b,Qwen2-VL-2B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
209,I-A-category,reversed,fire_burning_v_00,fire_burning_q_00,fire_burning,Fire / burning,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
210,I-A-category,reversed,fire_burning_v_01,fire_burning_q_01,fire_burning,Fire / burning,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
211,I-A-category,reversed,fire_burning_v_02,fire_burning_q_02,fire_burning,Fire / burning,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
212,I-A-category,reversed,fire_burning_v_03,fire_burning_q_03,fire_burning,Fire / burning,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
213,I-A-category,reversed,fire_burning_v_04,fire_burning_q_04,fire_burning,Fire / burning,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.3799999999999997,-2.1799999999999997
214,I-A-category,reversed,fire_burning_v_05,fire_burning_q_05,fire_burning,Fire / burning,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
215,I-A-category,reversed,fire_burning_v_06,fire_burning_q_06,fire_burning,Fire / burning,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
216,I-A-category,reversed,fire_burning_v_07,fire_burning_q_07,fire_burning,Fire / burning,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
217,I-A-category,reversed,fire_burning_v_08,fire_burning_q_08,fire_burning,Fire / burning,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
218,I-A-category,reversed,fire_burning_v_09,fire_burning_q_09,fire_burning,Fire / burning,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
219,I-A-category,reversed,fire_burning_v_10,fire_burning_q_10,fire_burning,Fire / burning,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
220,I-A-category,reversed,fire_burning_v_11,fire_burning_q_11,fire_burning,Fire / burning,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
221,I-A-category,reversed,fire_burning_v_12,fire_burning_q_12,fire_burning,Fire / burning,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
222,I-A-category,reversed,fire_burning_v_13,fire_burning_q_13,fire_burning,Fire / burning,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
223,I-A-category,reversed,fire_burning_v_14,fire_burning_q_14,fire_burning,Fire / burning,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
224,I-A-category,reversed,fire_burning_v_15,fire_burning_q_15,fire_burning,Fire / burning,llava_1_6_7b,LLaVA-1.6-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
225,I-A-category,reversed,fire_burning_v_00,fire_burning_q_00,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
226,I-A-category,reversed,fire_burning_v_01,fire_burning_q_01,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
227,I-A-category,reversed,fire_burning_v_02,fire_burning_q_02,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
228,I-A-category,reversed,fire_burning_v_03,fire_burning_q_03,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
229,I-A-category,reversed,fire_burning_v_04,fire_burning_q_04,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.3799999999999997,-2.1799999999999997
230,I-A-category,reversed,fire_burning_v_05,fire_burning_q_05,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4999999999999998,-2.3
231,I-A-category,reversed,fire_burning_v_06,fire_burning_q_06,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.47,-2.27
232,I-A-category,reversed,fire_burning_v_07,fire_burning_q_07,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.4399999999999997,-2.2399999999999998
233,I-A-category,reversed,fire_burning_v_08,fire_burning_q_08,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.41,-2.21
234,I-A-category,reversed,fire_burning_v_09,fire_burning_q_09,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,prior,0,yes,-1.3799999999999997,-2.1799999999999997
235,I-A-category,reversed,fire_burning_v_10,fire_burning_q_10,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
236,I-A-category,reversed,fire_burning_v_11,fire_burning_q_11,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.87,-2.27
237,I-A-category,reversed,fire_burning_v_12,fire_burning_q_12,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.84,-2.2399999999999998
238,I-A-category,reversed,fire_burning_v_13,fire_burning_q_13,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.81,-2.21
239,I-A-category,reversed,fire_burning_v_14,fire_burning_q_14,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.78,-2.1799999999999997
240,I-A-category,reversed,fire_burning_v_15,fire_burning_q_15,fire_burning,Fire / burning,qwen2_vl_7b,Qwen2-VL-7B,physically intuitive prior answer,counter-intuitive visual answer,visual,1,yes,-2.9,-2.3
241,I-A-category,reversed,fire_burning_v_00,fire_burning_q_00,fire_burning,Fire / burning,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
242,I-A-category,reversed,fire_burning_v_01,fire_burning_q_01,fire_burning,Fire / burning,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
243,I-A-category,reversed,fire_burning_v_02,fire_burning_q_02,fire_burning,Fire / burning,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
244,I-A-category,reversed,fire_burning_v_03,fire_burning_q_03,fire_burning,Fire / burning,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
245,I-A-category,reversed,fire_burning_v_04,fire_burning_q_04,fire_burning,Fire / burning,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
246,I-A-category,reversed,fire_burning_v_05,fire_burning_q_05,fire_burning,Fire / burning,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
247,I-A-category,reversed,fire_burning_v_06,fire_burning_q_06,fire_burning,Fire / burning,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
248,I-A-category,reversed,fire_burning_v_07,fire_burning_q_07,fire_burning,Fire / burning,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
249,I-A-category,reversed,fire_burning_v_08,fire_burning_q_08,fire_burning,Fire / burning,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
250,I-A-category,reversed,fire_burning_v_09,fire_burning_q_09,fire_burning,Fire / burning,gemini_1_5_flash,Gemini 1.5 Flash,physically intuitive prior answer,counter-intuitive visual answer,prior,0,no,,
